mrna_id	n_lncRNAs
LOC111121564	1082
LOC111122815	1082
LOC111131108	1082
LOC111134050	1082
LOC111101654	1081
LOC111118492	1081
LOC111123998	1081
LOC111127067	1081
LOC111129996	1081
LOC111130555	1081
LOC111111345	1080
LOC111119203	1080
LOC111119403	1080
LOC111125548	1080
LOC111128934	1080
LOC111100808	1079
LOC111104669	1079
LOC111136917	1079
LOC111116292	1078
LOC111137020	1078
LOC111114096	1077
LOC111122108	1077
LOC111131346	1077
LOC111136152	1077
LOC111109047	1076
LOC111125440	1076
LOC111103453	1075
LOC111125955	1075
LOC111132202	1075
LOC111136648	1075
LOC111137676	1075
LOC111099571	1074
LOC111105215	1074
LOC111122161	1074
LOC111122209	1074
LOC111128525	1074
LOC111133225	1074
LOC111134449	1074
LOC111105302	1073
LOC111124336	1073
LOC111125478	1073
LOC111138030	1073
LOC111124592	1072
LOC111127981	1072
LOC111108200	1071
LOC111108271	1071
LOC111109847	1071
LOC111113956	1071
LOC111118909	1071
LOC111129987	1071
LOC111132297	1071
LOC111133994	1071
LOC111110628	1070
LOC111119698	1070
LOC111119803	1070
LOC111124475	1070
LOC111126968	1070
LOC111136083	1070
LOC111136643	1070
LOC111137659	1070
LOC111105859	1069
LOC111116283	1069
LOC111127974	1069
LOC111101326	1068
LOC111103527	1068
LOC111103789	1068
LOC111115532	1068
LOC111121624	1067
LOC111124927	1067
LOC111131315	1067
LOC111124263	1066
LOC111128139	1066
LOC111120502	1065
LOC111119696	1064
LOC111131693	1064
LOC111138117	1064
LOC111103948	1063
LOC111107449	1063
LOC111113387	1063
LOC111115894	1063
LOC111119999	1063
LOC111130147	1063
LOC111135283	1063
LOC111136914	1063
LOC111107432	1062
LOC111101061	1061
LOC111104059	1061
LOC111119662	1061
LOC111122700	1061
LOC111120994	1060
LOC111124716	1060
LOC111132184	1060
LOC111114033	1059
LOC111122791	1059
LOC111129055	1059
LOC111129881	1059
LOC111103667	1058
LOC111107443	1058
LOC111121013	1058
LOC111126458	1058
LOC111134235	1058
LOC111134393	1058
LOC111138391	1058
LOC111104287	1057
LOC111107339	1057
LOC111108357	1057
LOC111116361	1056
LOC111118834	1056
LOC111130300	1056
LOC111133595	1056
LOC111137933	1056
LOC111118011	1055
LOC111137183	1055
LOC111120388	1054
LOC111120591	1054
LOC111125229	1054
LOC111128892	1054
LOC111128971	1054
LOC111129482	1054
LOC111134655	1054
LOC111135053	1054
LOC111106364	1053
LOC111107099	1053
LOC111112392	1053
LOC111118665	1053
LOC111120036	1053
LOC111126105	1053
LOC111099573	1052
LOC111121777	1052
LOC111123814	1052
LOC111132264	1052
LOC111132762	1052
LOC111103788	1051
LOC111105974	1051
LOC111108486	1051
LOC111112707	1051
LOC111123886	1051
LOC111131030	1051
LOC111136787	1051
LOC111106022	1050
LOC111125224	1050
LOC111128360	1050
LOC111099143	1049
LOC111108591	1049
LOC111110338	1049
LOC111118029	1049
LOC111131818	1049
LOC111135127	1049
LOC111100279	1048
LOC111120293	1048
LOC111130626	1048
LOC111132123	1048
LOC111104824	1047
LOC111115065	1047
LOC111129824	1047
LOC111119071	1046
LOC111126281	1046
LOC111128727	1046
LOC111115080	1045
LOC111118647	1045
LOC111120184	1045
LOC111126879	1045
LOC111127900	1045
LOC111128020	1045
LOC111129317	1045
LOC111125248	1044
LOC111127437	1044
LOC111128773	1044
LOC111130036	1044
LOC111132857	1044
LOC111103612	1043
LOC111117950	1043
LOC111123951	1043
LOC111125196	1043
LOC111128765	1043
LOC111131212	1043
LOC111131409	1043
LOC111124403	1042
LOC111129825	1042
LOC111133930	1042
LOC111134525	1042
LOC111112645	1041
LOC111132573	1041
LOC111138224	1041
LOC111106015	1040
LOC111113547	1040
LOC111125209	1040
LOC111136265	1040
LOC111136465	1040
LOC111103399	1039
LOC111108354	1039
LOC111108463	1039
LOC111111171	1039
LOC111112957	1039
LOC111119688	1039
LOC111121337	1039
LOC111122219	1039
LOC111134752	1039
LOC111136042	1039
LOC111104901	1038
LOC111131216	1038
LOC111110185	1037
LOC111114778	1037
LOC111115985	1037
LOC111120673	1037
LOC111133136	1037
LOC111109348	1036
LOC111120610	1036
LOC111123110	1036
LOC111129888	1036
LOC111134599	1036
LOC111109700	1035
LOC111124561	1035
LOC111135522	1034
LOC111100475	1033
LOC111120897	1033
LOC111134817	1033
LOC111136845	1033
LOC111109250	1032
LOC111105027	1030
LOC111114035	1030
LOC111119732	1030
LOC111122309	1030
LOC111122629	1030
LOC111134707	1030
LOC111137343	1030
LOC111118429	1029
LOC111125945	1029
LOC111134196	1029
LOC111135849	1029
LOC111137665	1029
LOC111108305	1028
LOC111123746	1028
LOC111125413	1028
LOC111135074	1028
LOC111138392	1028
LOC111115774	1027
LOC111121238	1027
LOC111128545	1027
LOC111118371	1026
LOC111121575	1026
LOC111123952	1026
LOC111103780	1025
LOC111115940	1025
LOC111121485	1025
LOC111121601	1025
LOC111108384	1024
LOC111106945	1023
LOC111125022	1023
LOC111125980	1023
LOC111132175	1023
LOC111136215	1023
LOC111101276	1022
LOC111133758	1022
LOC111108555	1021
LOC111119664	1020
LOC111122193	1020
LOC111125320	1020
LOC111128758	1020
LOC111100319	1019
LOC111104049	1019
LOC111108386	1019
LOC111109860	1019
LOC111133687	1019
LOC111134531	1019
LOC111119593	1018
LOC111122060	1018
LOC111135002	1018
LOC111099428	1017
LOC111120233	1017
LOC111125664	1017
LOC111129147	1017
LOC111134439	1017
LOC111100501	1016
LOC111114597	1016
LOC111136830	1016
LOC111108182	1015
LOC111121972	1015
LOC111124177	1015
LOC111135545	1015
LOC111108512	1014
LOC111114718	1014
LOC111138077	1014
LOC111138286	1014
LOC111113138	1013
LOC111122804	1013
LOC111127230	1013
LOC111128593	1013
LOC111130094	1013
LOC111134200	1013
LOC111134621	1013
LOC111137632	1013
LOC111105882	1012
LOC111119359	1012
LOC111120515	1012
LOC111121155	1012
LOC111128858	1012
LOC111102385	1011
LOC111115125	1011
LOC111120292	1011
LOC111135077	1011
LOC111116158	1010
LOC111135338	1010
LOC111137295	1010
LOC111100227	1009
LOC111114471	1009
LOC111121788	1009
LOC111123128	1009
LOC111123634	1009
LOC111103721	1008
LOC111124119	1008
LOC111124725	1008
LOC111135114	1008
LOC111121650	1007
LOC111121733	1007
LOC111130016	1007
LOC111101010	1006
LOC111130346	1006
LOC111131763	1006
LOC111110608	1005
LOC111110313	1004
LOC111120816	1004
LOC111105116	1003
LOC111121410	1003
LOC111126368	1003
LOC111103868	1002
LOC111120794	1002
LOC111100962	1001
LOC111117764	1001
LOC111122734	1001
LOC111126776	1001
LOC111130532	1001
LOC111132653	1001
LOC111111172	1000
LOC111116264	1000
LOC111099162	999
LOC111101152	999
LOC111115992	999
LOC111122172	999
LOC111125783	999
LOC111118836	998
LOC111119905	998
LOC111120818	998
LOC111107629	996
LOC111100561	995
LOC111117154	995
LOC111119923	995
LOC111124387	995
LOC111129901	995
LOC111138028	995
LOC111129661	994
LOC111130741	994
LOC111137315	994
LOC111118049	993
LOC111118811	993
LOC111121875	993
LOC111123662	993
LOC111135434	993
LOC111101036	992
LOC111099122	991
LOC111118540	991
LOC111121263	991
LOC111122940	991
LOC111131115	991
LOC111138253	991
LOC111104190	990
LOC111120619	990
LOC111124677	990
LOC111136212	990
LOC111119269	989
LOC111109549	988
LOC111124910	988
LOC111136050	988
LOC111107790	987
LOC111115959	987
LOC111122163	987
LOC111122649	987
LOC111118468	986
LOC111136857	986
LOC111129594	985
LOC111133384	985
LOC111119159	984
LOC111125659	984
LOC111130076	984
LOC111133353	984
LOC111101137	983
LOC111120825	983
LOC111125406	982
LOC111129362	982
LOC111102762	981
LOC111106193	981
LOC111101611	980
LOC111124750	980
LOC111129269	980
LOC111134541	980
LOC111107357	979
LOC111110107	979
LOC111113628	979
LOC111124903	979
LOC111129596	979
LOC111131917	979
LOC111132796	979
LOC111126986	978
LOC111136056	978
LOC111103623	977
LOC111118508	977
LOC111124407	977
LOC111118780	976
LOC111122417	975
LOC111114900	974
LOC111114496	973
LOC111121165	973
LOC111137158	973
LOC111108282	972
LOC111128975	972
LOC111103110	971
LOC111128498	971
LOC111130599	971
LOC111130771	971
LOC111136691	971
LOC111099534	970
LOC111114988	970
LOC111120187	970
LOC111133529	970
LOC111136515	969
LOC111137901	969
LOC111116519	968
LOC111108544	967
LOC111114633	967
LOC111126788	967
LOC111130411	967
LOC111134828	967
LOC111135412	967
LOC111136483	967
LOC111121876	966
LOC111125091	966
LOC111105692	965
LOC111112117	965
LOC111114573	964
LOC111115361	964
LOC111130844	964
LOC111119034	963
LOC111124901	963
LOC111100082	962
LOC111109407	962
LOC111127151	962
LOC111118640	961
LOC111126731	961
LOC111136577	961
LOC111111300	960
LOC111131721	960
LOC111127552	959
LOC111131032	959
LOC111136854	959
LOC111105293	958
LOC111113993	958
LOC111116311	958
LOC111117735	958
LOC111122022	958
LOC111129427	958
LOC111119736	957
LOC111135408	957
LOC111130851	956
LOC111131392	956
LOC111135802	956
LOC111118595	955
LOC111122128	955
LOC111126993	955
LOC111116045	954
LOC111118372	954
LOC111133773	954
LOC111136733	954
LOC111112973	953
LOC111114596	953
LOC111126578	953
LOC111128805	953
LOC111136890	953
LOC111137144	953
LOC111111223	952
LOC111118104	952
LOC111108747	951
LOC111119860	951
LOC111127760	951
LOC111129295	951
LOC111130297	951
LOC111120425	950
LOC111120863	950
LOC111134455	950
LOC111101256	949
LOC111103794	949
LOC111120602	949
LOC111125652	949
LOC111110478	948
LOC111110780	947
LOC111103299	946
LOC111116352	946
LOC111122282	946
LOC111131301	946
LOC111135433	946
LOC111135733	946
LOC111113701	945
LOC111126320	945
LOC111133889	945
LOC111101262	944
LOC111114426	944
LOC111120025	944
LOC111130507	944
LOC111134357	944
LOC111122872	943
LOC111124585	943
LOC111125593	943
LOC111128345	943
LOC111130152	943
LOC111132180	943
LOC111123833	942
LOC111132332	942
LOC111134515	942
LOC111123963	941
LOC111137330	941
LOC111126361	940
LOC111132033	940
LOC111132921	940
LOC111122651	939
LOC111121120	938
LOC111123657	938
LOC111123784	938
LOC111125319	938
LOC111125723	938
LOC111126333	938
LOC111136452	938
LOC111120645	936
LOC111136149	936
LOC111118127	935
LOC111120531	935
LOC111123938	935
LOC111124578	935
LOC111130275	935
LOC111134353	934
LOC111115771	933
LOC111119781	933
LOC111103455	932
LOC111131713	931
LOC111136770	931
LOC111122401	930
LOC111130564	930
LOC111135402	930
LOC111101032	929
LOC111115830	929
LOC111099594	928
LOC111129819	928
LOC111132080	927
LOC111135352	927
LOC111099965	926
LOC111100353	926
LOC111111505	926
LOC111119912	925
LOC111135944	925
LOC111104018	924
LOC111114559	923
LOC111116966	923
LOC111123809	923
LOC111128460	923
LOC111117660	921
LOC111135126	921
LOC111110132	920
LOC111116430	920
LOC111121539	920
LOC111124337	920
LOC111128842	920
LOC111125049	919
LOC111129738	919
LOC111112595	918
LOC111118247	918
LOC111128728	918
LOC111130347	918
LOC111106750	917
LOC111118710	917
LOC111112031	916
LOC111121042	916
LOC111136563	916
LOC111137692	916
LOC111117745	915
LOC111124593	915
LOC111099523	914
LOC111123483	914
LOC111131657	914
LOC111102916	913
LOC111103017	913
LOC111116697	913
LOC111128843	913
LOC111132325	913
LOC111132918	913
LOC111136290	913
LOC111136891	913
LOC111138040	913
LOC111138100	913
LOC111120584	912
LOC111126321	912
LOC111133766	912
LOC111112915	911
LOC111112939	911
LOC111114165	911
LOC111120630	911
LOC111126676	911
LOC111129116	911
LOC111137439	911
LOC111113960	909
LOC111133198	909
LOC111134042	909
LOC111137217	909
LOC111121367	908
LOC111128137	908
LOC111134954	908
LOC111135079	908
LOC111137638	908
LOC111104388	907
LOC111116906	907
LOC111131638	907
LOC111136404	907
LOC111118864	906
LOC111135519	906
LOC111104407	905
LOC111120406	905
LOC111122604	905
LOC111125937	905
LOC111130965	905
LOC111135187	905
LOC111110377	904
LOC111119409	904
LOC111121920	903
LOC111131630	902
LOC111132407	902
LOC111133044	902
LOC111136554	902
LOC111101391	901
LOC111133692	901
LOC111134423	901
LOC111103293	900
LOC111133476	900
LOC111133803	900
LOC111122859	899
LOC111129890	899
LOC111128268	898
LOC111134680	898
LOC111101374	897
LOC111121357	897
LOC111121958	897
LOC111112385	896
LOC111113124	896
LOC111121616	896
LOC111125241	896
LOC111118095	895
LOC111130690	895
LOC111120757	894
LOC111124746	894
LOC111120952	893
LOC111122827	893
LOC111127162	893
LOC111128974	893
LOC111136341	893
LOC111109693	892
LOC111123912	892
LOC111129794	892
LOC111107731	891
LOC111118072	891
LOC111120604	891
LOC111121890	891
LOC111136061	891
LOC111137420	891
LOC111136154	890
LOC111138404	890
LOC111135473	889
LOC111136035	889
LOC111111564	888
LOC111119686	888
LOC111122777	888
LOC111123885	888
LOC111137474	888
LOC111120143	887
LOC111130398	887
LOC111110739	886
LOC111117746	886
LOC111104293	885
LOC111119124	885
LOC111119222	884
LOC111134551	884
LOC111113848	883
LOC111114690	883
LOC111121661	883
LOC111125101	883
LOC111137796	883
LOC111138514	883
LOC111128398	882
LOC111128756	882
LOC111125749	881
LOC111125294	880
LOC111126815	880
LOC111127492	880
LOC111135601	880
LOC111100303	879
LOC111122645	879
LOC111099227	878
LOC111106025	878
LOC111113575	878
LOC111116408	878
LOC111130462	878
LOC111132026	878
LOC111130101	877
LOC111133856	877
LOC111134927	877
LOC111105594	876
LOC111110127	876
LOC111138125	876
LOC111130554	875
LOC111100380	874
LOC111110207	874
LOC111125883	874
LOC111118558	873
LOC111124560	873
LOC111125042	873
LOC111117002	872
LOC111118329	872
LOC111125808	872
LOC111132067	872
LOC111118796	871
LOC111114011	870
LOC111123307	870
LOC111131769	870
LOC111133214	870
LOC111122897	869
LOC111124897	869
LOC111131349	868
LOC111133381	868
LOC111135315	868
LOC111103367	866
LOC111130184	866
LOC111134057	866
LOC111108105	865
LOC111108284	865
LOC111114348	865
LOC111123344	865
LOC111129205	865
LOC111136703	865
LOC111126234	864
LOC111133190	864
LOC111122223	863
LOC111131013	863
LOC111103907	862
LOC111128793	862
LOC111108664	861
LOC111118701	861
LOC111126972	861
LOC111132500	861
LOC111113405	860
LOC111122042	859
LOC111122318	859
LOC111129903	859
LOC111136065	859
LOC111119941	858
LOC111135121	858
LOC111103701	857
LOC111118338	856
LOC111128041	856
LOC111100768	855
LOC111100903	855
LOC111109289	855
LOC111114456	855
LOC111128206	855
LOC111133299	855
LOC111134482	855
LOC111103926	854
LOC111108711	854
LOC111114055	854
LOC111120527	854
LOC111121417	853
LOC111131091	853
LOC111110930	852
LOC111119248	852
LOC111120472	852
LOC111110471	851
LOC111123842	851
LOC111112101	850
LOC111132874	850
LOC111136948	850
LOC111104432	849
LOC111107813	849
LOC111099628	848
LOC111127056	848
LOC111136847	848
LOC111104062	847
LOC111116974	847
LOC111120087	847
LOC111124220	847
LOC111136142	847
LOC111099639	846
LOC111107762	846
LOC111130888	845
LOC111117350	844
LOC111129848	844
LOC111133240	843
LOC111137946	843
LOC111138069	843
LOC111114447	842
LOC111127525	842
LOC111135171	842
LOC111114842	841
LOC111137589	841
LOC111122846	840
LOC111133969	840
LOC111135083	840
LOC111135789	840
LOC111137579	840
LOC111131404	839
LOC111106223	838
LOC111136127	838
LOC111101867	837
LOC111118933	837
LOC111123463	837
LOC111125081	837
LOC111127354	837
LOC111118877	836
LOC111129185	836
LOC111132179	836
LOC111122065	835
LOC111130419	835
LOC111117840	834
LOC111119405	834
LOC111120664	834
LOC111130064	834
LOC111108538	833
LOC111120299	833
LOC111124026	833
LOC111136219	833
LOC111136579	833
LOC111104671	832
LOC111109363	832
LOC111114201	832
LOC111126520	832
LOC111126625	832
LOC111136657	832
LOC111137831	832
LOC111108456	831
LOC111134658	831
LOC111133453	830
LOC111118051	829
LOC111121166	829
LOC111107413	828
LOC111120321	828
LOC111134328	828
LOC111133037	827
LOC111107921	826
LOC111114102	826
LOC111127498	826
LOC111105879	825
LOC111121925	825
LOC111137223	825
LOC111123827	824
LOC111136292	824
LOC111110741	823
LOC111124936	822
LOC111131695	822
LOC111119837	821
LOC111122888	821
LOC111130050	821
LOC111136668	821
LOC111102041	819
LOC111121527	818
LOC111126967	818
LOC111133365	818
LOC111135951	818
LOC111100352	817
LOC111103801	817
LOC111106010	817
LOC111137794	817
LOC111103804	816
LOC111128087	816
LOC111132272	816
LOC111112296	815
LOC111130373	814
LOC111130732	814
LOC111102390	813
LOC111106895	813
LOC111124467	813
LOC111137786	813
LOC111138352	813
LOC111106023	812
LOC111119033	812
LOC111123762	812
LOC111133631	812
LOC111134126	812
LOC111100672	811
LOC111118317	811
LOC111126589	811
LOC111128595	811
LOC111129196	811
LOC111120677	810
LOC111125429	810
LOC111102361	809
LOC111108641	809
LOC111124526	809
LOC111128923	809
LOC111127422	808
LOC111135070	808
LOC111119805	807
LOC111125129	807
LOC111126405	807
LOC111103411	806
LOC111121655	806
LOC111123208	806
LOC111132223	806
LOC111123610	805
LOC111128659	805
LOC111135047	805
LOC111116537	804
LOC111135467	804
LOC111136011	804
LOC111100592	803
LOC111103421	803
LOC111104584	803
LOC111108442	802
LOC111116972	802
LOC111118230	801
LOC111118713	801
LOC111132158	801
LOC111104002	800
LOC111108501	800
LOC111117803	800
LOC111123673	800
LOC111130413	800
LOC111130482	800
LOC111125392	799
LOC111103270	798
LOC111115338	798
LOC111119151	798
LOC111120267	798
LOC111121370	798
LOC111124579	798
LOC111132818	796
LOC111136001	796
LOC111114006	795
LOC111114689	795
LOC111127517	795
LOC111127735	794
LOC111132777	794
LOC111116708	793
LOC111128072	793
LOC111131067	793
LOC111132066	793
LOC111118914	792
LOC111127031	792
LOC111129989	792
LOC111136005	792
LOC111121980	791
LOC111124866	791
LOC111135075	791
LOC111136676	790
LOC111118216	789
LOC111136262	789
LOC111107482	788
LOC111123594	788
LOC111103123	787
LOC111136123	787
LOC111138421	787
LOC111101201	786
LOC111110162	786
LOC111122620	786
LOC111134842	785
LOC111136988	785
LOC111123474	781
LOC111126323	780
LOC111129058	780
LOC111130158	780
LOC111102492	779
LOC111102690	779
LOC111114845	779
LOC111124301	779
LOC111130559	779
LOC111136340	779
LOC111109460	778
LOC111120666	778
LOC111134854	777
LOC111136043	777
LOC111127376	776
LOC111099904	775
LOC111105961	775
LOC111125285	775
LOC111104668	774
LOC111108191	774
LOC111105600	773
LOC111120343	772
LOC111130977	772
LOC111136014	771
LOC111120631	770
LOC111100693	769
LOC111101348	768
LOC111125576	768
LOC111115288	767
LOC111119010	767
LOC111132172	767
LOC111121429	766
LOC111137601	765
LOC111104374	764
LOC111129633	764
LOC111130491	764
LOC111107217	763
LOC111112359	763
LOC111130622	763
LOC111131729	763
LOC111134430	763
LOC111119175	762
LOC111099835	761
LOC111114860	760
LOC111118013	760
LOC111133356	760
LOC111109680	759
LOC111120530	759
LOC111123829	759
LOC111117664	758
LOC111120586	758
LOC111121472	758
LOC111121815	758
LOC111132446	758
LOC111132859	758
LOC111101129	757
LOC111136134	757
LOC111101925	756
LOC111120523	756
LOC111125846	756
LOC111110142	755
LOC111119531	755
LOC111125404	755
LOC111131828	754
LOC111100034	753
LOC111116030	753
LOC111120950	753
LOC111126626	753
LOC111131668	753
LOC111132441	753
LOC111113576	752
LOC111121551	752
LOC111130618	752
LOC111130640	752
LOC111130863	752
LOC111136222	752
LOC111102448	751
LOC111128572	751
LOC111121021	750
LOC111107816	749
LOC111133491	748
LOC111137010	748
LOC111109273	747
LOC111117253	747
LOC111133938	747
LOC111103338	746
LOC111122941	746
LOC111135572	746
LOC111102052	745
LOC111125036	745
LOC111125938	744
LOC111131585	744
LOC111132937	744
LOC111134768	744
LOC111103484	741
LOC111120839	740
LOC111121113	740
LOC111108096	739
LOC111117031	739
LOC111126324	739
LOC111131395	739
LOC111137325	739
LOC111103493	738
LOC111122306	738
LOC111124615	738
LOC111130565	737
LOC111119392	735
LOC111130026	735
LOC111132799	735
LOC111101509	733
LOC111119795	733
LOC111136470	733
LOC111129097	732
LOC111129098	732
LOC111136074	732
LOC111125650	727
LOC111102187	726
LOC111126470	726
LOC111135893	726
LOC111125446	725
LOC111135656	723
LOC111125607	722
LOC111129001	720
LOC111105368	719
LOC111116305	719
LOC111111509	718
LOC111119454	717
LOC111117970	716
LOC111121532	716
LOC111108247	715
LOC111109725	715
LOC111136327	714
LOC111114337	713
LOC111114935	713
LOC111120358	713
LOC111137972	712
LOC111109311	711
LOC111138406	711
LOC111102202	710
LOC111136185	710
LOC111120910	709
LOC111130099	709
LOC111130193	709
LOC111130371	709
LOC111137178	709
LOC111105247	708
LOC111119293	708
LOC111122177	708
LOC111122368	708
LOC111122587	708
LOC111131787	708
LOC111132680	708
LOC111135445	708
LOC111137244	708
LOC111137876	708
LOC111120086	706
LOC111125819	706
LOC111118152	705
LOC111126143	705
LOC111126200	705
LOC111127947	704
LOC111137179	704
LOC111103914	703
LOC111119457	703
LOC111121538	703
LOC111125303	703
LOC111126068	703
LOC111133810	703
LOC111135504	703
LOC111106242	701
LOC111130614	701
LOC111136557	701
LOC111123700	700
LOC111128713	700
LOC111137778	700
LOC111130526	699
LOC111115508	698
LOC111125856	698
LOC111129172	698
LOC111129833	698
LOC111134329	698
LOC111134971	698
LOC111113059	696
LOC111118590	696
LOC111119442	696
LOC111125834	696
LOC111131078	695
LOC111135391	695
LOC111103754	693
LOC111132098	692
LOC111101920	691
LOC111099660	690
LOC111109666	690
LOC111112752	690
LOC111128093	690
LOC111129365	690
LOC111125290	689
LOC111128015	689
LOC111135571	689
LOC111112290	688
LOC111134358	688
LOC111109452	687
LOC111119297	687
LOC111124893	687
LOC111131579	687
LOC111135249	687
LOC111108088	686
LOC111129666	686
LOC111137548	686
LOC111123024	685
LOC111126194	684
LOC111134232	684
LOC111135735	682
LOC111135940	682
LOC111100741	681
LOC111112060	681
LOC111112663	681
LOC111134532	681
LOC111138157	681
LOC111113987	680
LOC111114455	680
LOC111101027	679
LOC111120555	679
LOC111123845	679
LOC111134942	679
LOC111124935	678
LOC111132920	678
LOC111130239	677
LOC111132998	677
LOC111133511	677
LOC111135176	677
LOC111136520	677
LOC111107337	676
LOC111120715	676
LOC111125188	676
LOC111119942	675
LOC111130743	675
LOC111113167	674
LOC111122178	674
LOC111119955	673
LOC111124816	673
LOC111134417	673
LOC111134464	673
LOC111109013	672
LOC111129266	671
LOC111133580	671
LOC111107419	670
LOC111108616	670
LOC111106955	669
LOC111127635	669
LOC111129710	669
LOC111101400	668
LOC111121981	668
LOC111129082	668
LOC111137232	668
LOC111120946	667
LOC111128484	667
LOC111135378	667
LOC111130505	666
LOC111134676	666
LOC111136403	666
LOC111099102	665
LOC111133359	665
LOC111122840	664
LOC111123423	664
LOC111130166	664
LOC111130151	663
LOC111135722	663
LOC111100845	662
LOC111126173	662
LOC111132394	662
LOC111101923	660
LOC111108697	660
LOC111119460	660
LOC111123069	660
LOC111099612	659
LOC111100141	659
LOC111103930	659
LOC111107338	659
LOC111122911	659
LOC111131570	658
LOC111133957	658
LOC111134479	658
LOC111117995	656
LOC111130237	656
LOC111100861	655
LOC111121984	653
LOC111125026	653
LOC111101901	652
LOC111106021	652
LOC111119120	651
LOC111120167	651
LOC111124470	651
LOC111133012	650
LOC111135575	650
LOC111111041	649
LOC111103552	647
LOC111129623	647
LOC111129625	647
LOC111101033	646
LOC111120503	646
LOC111118794	645
LOC111126894	645
LOC111131100	644
LOC111107931	643
LOC111123203	643
LOC111123830	643
LOC111125877	643
LOC111131525	642
LOC111101543	641
LOC111125494	641
LOC111126809	641
LOC111133261	641
LOC111134895	639
LOC111101916	637
LOC111109598	637
LOC111116156	637
LOC111105223	636
LOC111126070	636
LOC111134171	636
LOC111137280	635
LOC111100652	633
LOC111122717	633
LOC111137456	633
LOC111123325	632
LOC111123851	632
LOC111136459	632
LOC111105421	631
LOC111123357	630
LOC111123496	630
LOC111133807	630
LOC111137596	630
LOC111105026	629
LOC111119211	629
LOC111118363	627
LOC111122376	627
LOC111134789	627
LOC111137241	627
LOC111112659	626
LOC111125030	626
LOC111137818	626
LOC111105531	625
LOC111123436	625
LOC111112307	624
LOC111108313	623
LOC111125077	623
LOC111119930	621
LOC111122527	621
LOC111136750	621
LOC111119666	620
LOC111129327	620
LOC111135424	620
LOC111129071	619
LOC111137662	619
LOC111117335	618
LOC111135962	618
LOC111118413	617
LOC111123422	617
LOC111135203	617
LOC111135637	617
LOC111125427	616
LOC111132658	616
LOC111133748	616
LOC111101471	615
LOC111103855	615
LOC111126810	614
LOC111130219	614
LOC111133336	614
LOC111136040	614
LOC111133237	613
LOC111118331	612
LOC111131366	611
LOC111136461	611
LOC111124414	610
LOC111125532	610
LOC111104085	609
LOC111104685	609
LOC111103971	608
LOC111127288	608
LOC111129873	607
LOC111135106	607
LOC111105733	606
LOC111121175	606
LOC111133527	605
LOC111137688	605
LOC111100406	604
LOC111125154	604
LOC111128965	604
LOC111134460	603
LOC111112150	602
LOC111118250	602
LOC111128491	602
LOC111135459	602
LOC111136760	602
LOC111107474	601
LOC111100190	599
LOC111105096	599
LOC111114913	599
LOC111135930	599
LOC111103115	598
LOC111110359	598
LOC111126706	598
LOC111129170	598
LOC111131501	598
LOC111131566	598
LOC111134719	598
LOC111137077	598
LOC111118168	597
LOC111120655	597
LOC111137076	597
LOC111100399	596
LOC111127183	596
LOC111126113	595
LOC111130435	595
LOC111100637	594
LOC111120180	594
LOC111125665	594
LOC111128185	594
LOC111132876	593
LOC111119215	592
LOC111123962	592
LOC111135225	592
LOC111103539	590
LOC111111579	590
LOC111128024	590
LOC111125223	589
LOC111104023	588
LOC111128674	588
LOC111130661	586
LOC111118793	585
LOC111130222	585
LOC111138440	585
LOC111124697	584
LOC111121413	582
LOC111136432	582
LOC111128762	581
LOC111131356	581
LOC111135887	581
LOC111099182	580
LOC111124350	580
LOC111135553	580
LOC111136230	580
LOC111127322	579
LOC111136410	578
LOC111103220	577
LOC111118919	577
LOC111127008	576
LOC111103787	575
LOC111112045	575
LOC111108255	574
LOC111126926	574
LOC111127475	574
LOC111134266	574
LOC111109848	573
LOC111130898	573
LOC111135003	573
LOC111135432	573
LOC111110357	572
LOC111133414	572
LOC111105129	571
LOC111135605	571
LOC111104020	569
LOC111123978	569
LOC111102644	568
LOC111104752	568
LOC111110155	568
LOC111126086	568
LOC111130157	568
LOC111131036	568
LOC111117152	567
LOC111134723	567
LOC111122265	566
LOC111122436	566
LOC111124314	566
LOC111127540	566
LOC111128022	566
LOC111132962	566
LOC111134243	566
LOC111126987	565
LOC111128605	565
LOC111138124	565
LOC111132803	564
LOC111111276	563
LOC111121456	563
LOC111131267	562
LOC111136084	562
LOC111123878	560
LOC111134612	560
LOC111123243	559
LOC111124479	559
LOC111104368	558
LOC111117619	558
LOC111135353	558
LOC111125757	557
LOC111099626	556
LOC111135800	556
LOC111101059	555
LOC111102938	555
LOC111114593	555
LOC111099210	554
LOC111103434	554
LOC111112965	554
LOC111126601	554
LOC111106862	553
LOC111101313	552
LOC111113265	552
LOC111122043	552
LOC111103094	551
LOC111114799	551
LOC111126467	551
LOC111119376	550
LOC111135360	549
LOC111132421	548
LOC111123266	547
LOC111129443	547
LOC111129444	547
LOC111123526	546
LOC111138504	546
LOC111099068	545
LOC111136180	545
LOC111108426	544
LOC111119690	544
LOC111133386	543
LOC111130544	542
LOC111131815	542
LOC111133045	542
LOC111136329	542
LOC111119285	541
LOC111124324	541
LOC111131044	540
LOC111136295	540
LOC111122308	537
LOC111111170	536
LOC111115730	536
LOC111119855	536
LOC111100900	534
LOC111103323	534
LOC111105286	534
LOC111109163	534
LOC111115689	534
LOC111110867	533
LOC111118028	533
LOC111103339	532
LOC111118860	532
LOC111119243	532
LOC111119799	532
LOC111133892	532
LOC111101148	531
