mrna_id	n_lncRNAs	GeneID	Symbol	description	type_of_gene	match_type
LOC111106215	1351	111106215	LOC111106215	G-protein coupled receptor GRL101-like	protein-coding	Symbol
LOC111109391	1351	111109391	LOC111109391	uncharacterized LOC111109391	protein-coding	Symbol
LOC111132226	1351	NA	NA	NA	NA	NA
LOC111100167	1350	NA	NA	NA	NA	NA
LOC111111285	1350	111111285	LOC111111285	uncharacterized LOC111111285	protein-coding	Symbol
LOC111122251	1350	NA	NA	NA	NA	NA
LOC111125142	1350	111125142	LOC111125142	phospholipid scramblase 2-like	protein-coding	Symbol
LOC111126182	1348	111126182	LOC111126182	uncharacterized LOC111126182	protein-coding	Symbol
LOC111101659	1347	111101659	LOC111101659	uncharacterized LOC111101659	protein-coding	Symbol
LOC111108489	1346	111108489	LOC111108489	uncharacterized LOC111108489	protein-coding	Symbol
LOC111126186	1346	111126186	LOC111126186	ATP-dependent RNA helicase me31b-like	protein-coding	Symbol
LOC111100901	1345	111100901	LOC111100901	uncharacterized LOC111100901	protein-coding	Symbol
LOC111106632	1345	111106632	LOC111106632	uncharacterized LOC111106632	protein-coding	Symbol
LOC111106741	1344	111106741	LOC111106741	uncharacterized LOC111106741	protein-coding	Symbol
LOC111123211	1344	111123211	LOC111123211	CREB-binding protein-like	protein-coding	Symbol
LOC111126558	1344	111126558	LOC111126558	aldo-keto reductase 1B-like	protein-coding	Symbol
LOC111103821	1343	111103821	LOC111103821	uncharacterized LOC111103821	protein-coding	Symbol
LOC111125940	1343	111125940	LOC111125940	uncharacterized LOC111125940	protein-coding	Symbol
LOC111120603	1342	111120603	LOC111120603	cytohesin-1-like	protein-coding	Symbol
LOC111122102	1342	111122102	LOC111122102	serine/arginine-rich splicing factor 2-like	protein-coding	Symbol
LOC111123703	1342	111123703	LOC111123703	uncharacterized LOC111123703	protein-coding	Symbol
LOC111109065	1341	NA	NA	NA	NA	NA
LOC111109257	1341	NA	NA	NA	NA	NA
LOC111110178	1341	111110178	LOC111110178	uncharacterized LOC111110178	protein-coding	Symbol
LOC111111074	1341	111111074	LOC111111074	uncharacterized LOC111111074	protein-coding	Symbol
LOC111123492	1341	111123492	LOC111123492	pre-B-cell leukemia transcription factor 1-like	protein-coding	Symbol
LOC111125384	1341	111125384	LOC111125384	uncharacterized LOC111125384	protein-coding	Symbol
LOC111129559	1341	NA	NA	NA	NA	NA
LOC111114037	1340	111114037	LOC111114037	uncharacterized LOC111114037	protein-coding	Symbol
LOC111120394	1340	111120394	LOC111120394	pyrethroid hydrolase Ces2e-like	protein-coding	Symbol
LOC111117149	1339	NA	NA	NA	NA	NA
LOC111120512	1339	111120512	LOC111120512	lethal(2) giant larvae protein homolog 1-like	protein-coding	Symbol
LOC111101914	1337	NA	NA	NA	NA	NA
LOC111119302	1337	111119302	LOC111119302	uncharacterized LOC111119302	protein-coding	Symbol
LOC111135072	1337	111135072	LOC111135072	uncharacterized LOC111135072	protein-coding	Symbol
LOC111121840	1336	NA	NA	NA	NA	NA
LOC111129478	1336	NA	NA	NA	NA	NA
LOC111103882	1335	111103882	LOC111103882	uncharacterized LOC111103882	protein-coding	Symbol
LOC111112846	1335	111112846	LOC111112846	semaphorin-2A-like	protein-coding	Symbol
LOC111114158	1335	111114158	LOC111114158	uncharacterized LOC111114158	protein-coding	Symbol
LOC111120658	1335	NA	NA	NA	NA	NA
LOC111125461	1335	NA	NA	NA	NA	NA
LOC111125275	1334	111125275	LOC111125275	collagen alpha-3(VI) chain-like	protein-coding	Symbol
LOC111130142	1334	111130142	LOC111130142	limbic system-associated membrane protein-like	protein-coding	Symbol
LOC111131491	1334	111131491	LOC111131491	uncharacterized LOC111131491	protein-coding	Symbol
LOC111136849	1334	111136849	LOC111136849	small conductance calcium-activated potassium channel protein-like	protein-coding	Symbol
LOC111137776	1334	111137776	LOC111137776	arylacetamide deacetylase-like	protein-coding	Symbol
ND5	1334	NA	NA	NA	NA	NA
LOC111113934	1333	NA	NA	NA	NA	NA
LOC111128355	1332	NA	NA	NA	NA	NA
LOC111135878	1332	111135878	LOC111135878	ras and EF-hand domain-containing protein homolog	protein-coding	Symbol
LOC111136981	1332	111136981	LOC111136981	uncharacterized LOC111136981	protein-coding	Symbol
ND6	1332	NA	NA	NA	NA	NA
LOC111108093	1331	111108093	LOC111108093	uncharacterized LOC111108093	protein-coding	Symbol
LOC111122502	1331	111122502	LOC111122502	splicing factor U2AF 26 kDa subunit-like	protein-coding	Symbol
LOC111137483	1331	111137483	LOC111137483	T-complex protein 1 subunit epsilon-like	protein-coding	Symbol
LOC111107933	1329	111107933	LOC111107933	uncharacterized LOC111107933	protein-coding	Symbol
LOC111113270	1329	111113270	LOC111113270	ADP-ribosylation factor-like protein 5B	protein-coding	Symbol
LOC111115259	1329	111115259	LOC111115259	uncharacterized LOC111115259	protein-coding	Symbol
LOC111122301	1329	111122301	LOC111122301	uncharacterized LOC111122301	protein-coding	Symbol
LOC111135820	1329	111135820	LOC111135820	C-C chemokine receptor type 1-like	protein-coding	Symbol
LOC111128699	1328	111128699	LOC111128699	14-3-3 protein zeta-like	protein-coding	Symbol
LOC111133281	1328	111133281	LOC111133281	uncharacterized LOC111133281	protein-coding	Symbol
LOC111136085	1328	111136085	LOC111136085	CCR4-NOT transcription complex subunit 4-like	protein-coding	Symbol
LOC111136279	1328	NA	NA	NA	NA	NA
LOC111138510	1328	111138510	LOC111138510	gigaxonin-like	protein-coding	Symbol
ND2	1328	NA	NA	NA	NA	NA
COX2	1327	NA	NA	NA	NA	NA
LOC111102992	1327	NA	NA	NA	NA	NA
LOC111108285	1327	111108285	LOC111108285	uncharacterized LOC111108285	protein-coding	Symbol
LOC111108521	1327	111108521	LOC111108521	guanine nucleotide-binding protein G(i) subunit alpha	protein-coding	Symbol
LOC111116098	1327	NA	NA	NA	NA	NA
LOC111124609	1327	111124609	LOC111124609	low-density lipoprotein receptor-related protein 6-like	protein-coding	Symbol
LOC111125644	1327	NA	NA	NA	NA	NA
LOC111130431	1327	111130431	LOC111130431	proteasome subunit alpha type-3-like	protein-coding	Symbol
LOC111136337	1327	NA	NA	NA	NA	NA
LOC111138336	1327	111138336	LOC111138336	uncharacterized LOC111138336	protein-coding	Symbol
LOC111137680	1326	111137680	LOC111137680	uncharacterized LOC111137680	protein-coding	Symbol
CYTB	1325	NA	NA	NA	NA	NA
LOC111118188	1325	111118188	LOC111118188	monocyte to macrophage differentiation factor 2-like	protein-coding	Symbol
LOC111119650	1325	111119650	LOC111119650	casein kinase I-like	protein-coding	Symbol
LOC111120526	1325	111120526	LOC111120526	polycystin family receptor for egg jelly-like	protein-coding	Symbol
LOC111120661	1325	111120661	LOC111120661	MOB kinase activator 1B	protein-coding	Symbol
LOC111125982	1325	111125982	LOC111125982	CCR4-NOT transcription complex subunit 7-like	protein-coding	Symbol
LOC111135167	1325	NA	NA	NA	NA	NA
LOC111135231	1325	111135231	LOC111135231	serine/threonine-protein kinase NLK-like	protein-coding	Symbol
LOC111106614	1324	111106614	LOC111106614	interferon-induced protein 44-like	protein-coding	Symbol
LOC111107407	1324	111107407	LOC111107407	uncharacterized LOC111107407	protein-coding	Symbol
LOC111113174	1324	111113174	LOC111113174	UBX domain-containing protein 11-like	protein-coding	Symbol
LOC111119774	1324	NA	NA	NA	NA	NA
LOC111124427	1324	111124427	LOC111124427	uncharacterized LOC111124427	protein-coding	Symbol
LOC111135901	1324	111135901	LOC111135901	sodium-dependent dopamine transporter-like	protein-coding	Symbol
LOC111127912	1323	111127912	LOC111127912	proteasome subunit alpha type-6-like	protein-coding	Symbol
LOC111112867	1322	111112867	LOC111112867	uncharacterized LOC111112867	protein-coding	Symbol
LOC111124307	1321	NA	NA	NA	NA	NA
LOC111135380	1321	111135380	LOC111135380	serine/threonine-protein phosphatase 4 regulatory subunit 1-like	protein-coding	Symbol
LOC111135948	1321	111135948	LOC111135948	uncharacterized LOC111135948	protein-coding	Symbol
LOC111136560	1321	111136560	LOC111136560	T-complex protein 1 subunit zeta-like	protein-coding	Symbol
LOC111105133	1320	111105133	LOC111105133	eIF5-mimic protein 2-like	protein-coding	Symbol
LOC111114142	1320	111114142	LOC111114142	uncharacterized LOC111114142	pseudo	Symbol
LOC111102060	1319	111102060	LOC111102060	uncharacterized LOC111102060	pseudo	Symbol
LOC111106637	1319	NA	NA	NA	NA	NA
LOC111119298	1319	111119298	LOC111119298	apolipoprotein(a)-like	protein-coding	Symbol
LOC111132423	1319	NA	NA	NA	NA	NA
LOC111114941	1318	NA	NA	NA	NA	NA
LOC111121515	1318	111121515	LOC111121515	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7-like	protein-coding	Symbol
LOC111124239	1318	111124239	LOC111124239	polycystin family receptor for egg jelly-like	protein-coding	Symbol
LOC111109211	1317	111109211	LOC111109211	uncharacterized LOC111109211	pseudo	Symbol
LOC111121837	1317	111121837	LOC111121837	histone H2B pseudogene	pseudo	Symbol
LOC111113421	1316	111113421	LOC111113421	uncharacterized LOC111113421	protein-coding	Symbol
LOC111129431	1316	111129431	LOC111129431	ferroportin-like	protein-coding	Symbol
LOC111132502	1316	111132502	LOC111132502	uncharacterized LOC111132502	protein-coding	Symbol
LOC111135552	1316	111135552	LOC111135552	terminal nucleotidyltransferase 4B-like	protein-coding	Symbol
LOC111124635	1315	111124635	LOC111124635	uncharacterized LOC111124635	protein-coding	Symbol
LOC111100665	1314	111100665	LOC111100665	uncharacterized LOC111100665	pseudo	Symbol
LOC111105060	1314	NA	NA	NA	NA	NA
LOC111127563	1314	111127563	LOC111127563	lathosterol oxidase-like	protein-coding	Symbol
LOC111134629	1314	111134629	LOC111134629	ras-like GTP-binding protein Rho1	protein-coding	Symbol
LOC111125507	1313	111125507	LOC111125507	spliceosome RNA helicase DDX39B	protein-coding	Symbol
LOC111135006	1313	111135006	LOC111135006	casein kinase II subunit alpha-like	protein-coding	Symbol
LOC111099461	1312	111099461	LOC111099461	solute carrier family 49 member A3-like	protein-coding	Symbol
LOC111105168	1312	NA	NA	NA	NA	NA
LOC111119090	1312	111119090	LOC111119090	ubiquitin-conjugating enzyme E2 S-like	protein-coding	Symbol
LOC111124015	1312	111124015	LOC111124015	uncharacterized LOC111124015	protein-coding	Symbol
LOC111129089	1312	NA	NA	NA	NA	NA
LOC111129841	1312	111129841	LOC111129841	heat shock protein HSP 90-beta-like	protein-coding	Symbol
LOC111104867	1311	111104867	LOC111104867	uncharacterized LOC111104867	protein-coding	Symbol
LOC111118935	1311	NA	NA	NA	NA	NA
LOC111116490	1310	NA	NA	NA	NA	NA
LOC111120648	1309	111120648	LOC111120648	KH domain-containing, RNA-binding, signal transduction-associated protein 2-like	protein-coding	Symbol
LOC111122652	1309	111122652	LOC111122652	endothelial differentiation-related factor 1 homolog	protein-coding	Symbol
LOC111134015	1309	111134015	LOC111134015	putative ATP-dependent DNA helicase HFM1	protein-coding	Symbol
LOC111111442	1308	111111442	LOC111111442	ceramide synthase 5-like	protein-coding	Symbol
LOC111118182	1308	NA	NA	NA	NA	NA
LOC111133428	1308	111133428	LOC111133428	proteasome subunit beta type-6-like	protein-coding	Symbol
ND4L	1308	NA	NA	NA	NA	NA
LOC111108423	1306	111108423	LOC111108423	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1-like	protein-coding	Symbol
LOC111125193	1306	NA	NA	NA	NA	NA
LOC111131447	1306	111131447	LOC111131447	uncharacterized LOC111131447	protein-coding	Symbol
LOC111107488	1305	111107488	LOC111107488	RNA-binding protein 1-like	protein-coding	Symbol
LOC111113931	1305	NA	NA	NA	NA	NA
LOC111103890	1304	111103890	LOC111103890	uncharacterized LOC111103890	protein-coding	Symbol
LOC111127110	1304	111127110	LOC111127110	uncharacterized LOC111127110	protein-coding	Symbol
LOC111135004	1304	111135004	LOC111135004	uncharacterized LOC111135004	protein-coding	Symbol
LOC111110604	1303	111110604	LOC111110604	3-[(3aS,4S,7aS)-7a-methyl-1,5-dioxo-octahydro-1H-inden-4-yl]propanoyl:CoA ligase-like	protein-coding	Symbol
LOC111120965	1303	111120965	LOC111120965	cytochrome c oxidase assembly protein COX19-like	protein-coding	Symbol
COX1	1302	NA	NA	NA	NA	NA
LOC111103377	1302	111103377	LOC111103377	serine/threonine-protein phosphatase 6 regulatory subunit 3-like	protein-coding	Symbol
LOC111113941	1302	NA	NA	NA	NA	NA
LOC111129692	1302	NA	NA	NA	NA	NA
LOC111133751	1302	111133751	LOC111133751	translationally-controlled tumor protein homolog	protein-coding	Symbol
LOC111134198	1302	111134198	LOC111134198	uncharacterized LOC111134198	protein-coding	Symbol
LOC111136105	1302	111136105	LOC111136105	acetylcholinesterase-like	protein-coding	Symbol
LOC111136861	1302	111136861	LOC111136861	uncharacterized LOC111136861	protein-coding	Symbol
LOC111120984	1301	111120984	LOC111120984	protein mago nashi homolog 2	protein-coding	Symbol
LOC111112730	1300	111112730	LOC111112730	ras GTPase-activating-like protein IQGAP1	protein-coding	Symbol
LOC111117586	1300	NA	NA	NA	NA	NA
LOC111118921	1300	111118921	LOC111118921	uncharacterized LOC111118921	protein-coding	Symbol
LOC111130850	1300	111130850	LOC111130850	protein max-like	protein-coding	Symbol
LOC111130852	1300	NA	NA	NA	NA	NA
LOC111100132	1299	NA	NA	NA	NA	NA
LOC111101941	1299	NA	NA	NA	NA	NA
LOC111106649	1299	111106649	LOC111106649	protein BTG2-like	protein-coding	Symbol
LOC111108982	1299	111108982	LOC111108982	uncharacterized LOC111108982	protein-coding	Symbol
LOC111114588	1299	111114588	LOC111114588	uncharacterized LOC111114588	protein-coding	Symbol
LOC111114627	1299	111114627	LOC111114627	rho-related protein racA-like	protein-coding	Symbol
LOC111118611	1299	111118611	LOC111118611	cytochrome b-c1 complex subunit 6, mitochondrial-like	protein-coding	Symbol
LOC111121934	1299	111121934	LOC111121934	uncharacterized LOC111121934	protein-coding	Symbol
LOC111129837	1299	NA	NA	NA	NA	NA
LOC111130212	1299	NA	NA	NA	NA	NA
LOC111109677	1298	NA	NA	NA	NA	NA
LOC111128999	1298	111128999	LOC111128999	uncharacterized LOC111128999	protein-coding	Symbol
LOC111130138	1298	111130138	LOC111130138	insulin-like peptide receptor	protein-coding	Symbol
LOC111100740	1297	111100740	LOC111100740	uncharacterized LOC111100740	protein-coding	Symbol
LOC111123003	1297	111123003	LOC111123003	catenin beta-like	protein-coding	Symbol
LOC111105429	1296	111105429	LOC111105429	eukaryotic translation initiation factor 1A-like	protein-coding	Symbol
LOC111109066	1296	111109066	LOC111109066	uncharacterized LOC111109066	protein-coding	Symbol
LOC111120999	1296	111120999	LOC111120999	proteasome subunit beta type-2-like	protein-coding	Symbol
LOC111122884	1296	111122884	LOC111122884	uncharacterized LOC111122884	protein-coding	Symbol
LOC111127996	1296	NA	NA	NA	NA	NA
LOC111129259	1296	111129259	LOC111129259	uncharacterized LOC111129259	protein-coding	Symbol
LOC111103250	1295	111103250	LOC111103250	isocitrate dehydrogenase [NADP], mitochondrial-like	protein-coding	Symbol
LOC111111315	1295	111111315	LOC111111315	uncharacterized LOC111111315	pseudo	Symbol
LOC111122665	1295	111122665	LOC111122665	uncharacterized LOC111122665	protein-coding	Symbol
LOC111130684	1295	111130684	LOC111130684	solute carrier organic anion transporter family member 4A1-like	protein-coding	Symbol
LOC111135183	1295	111135183	LOC111135183	uncharacterized LOC111135183	protein-coding	Symbol
LOC111135437	1295	111135437	LOC111135437	uncharacterized LOC111135437	protein-coding	Symbol
LOC111135600	1295	111135600	LOC111135600	programmed cell death protein 4-like	protein-coding	Symbol
LOC111136715	1295	111136715	LOC111136715	uncharacterized LOC111136715	ncRNA	Symbol
LOC111107555	1294	111107555	LOC111107555	uncharacterized LOC111107555	protein-coding	Symbol
LOC111124875	1294	111124875	LOC111124875	frizzled-2-like	protein-coding	Symbol
LOC111125560	1294	111125560	LOC111125560	uncharacterized LOC111125560	protein-coding	Symbol
LOC111131418	1294	111131418	LOC111131418	putative G-protein coupled receptor 139	protein-coding	Symbol
LOC111130858	1293	111130858	LOC111130858	uncharacterized LOC111130858	protein-coding	Symbol
LOC111135361	1293	111135361	LOC111135361	ribosomal protein S6 kinase beta-1-like	protein-coding	Symbol
LOC111137770	1293	111137770	LOC111137770	uncharacterized LOC111137770	protein-coding	Symbol
LOC111112625	1292	NA	NA	NA	NA	NA
LOC111136924	1292	NA	NA	NA	NA	NA
ND4	1292	NA	NA	NA	NA	NA
LOC111111306	1291	NA	NA	NA	NA	NA
LOC111113171	1291	111113171	LOC111113171	protein arginine N-methyltransferase 1-like	protein-coding	Symbol
LOC111115523	1291	111115523	LOC111115523	uncharacterized LOC111115523	protein-coding	Symbol
LOC111135178	1291	NA	NA	NA	NA	NA
LOC111135208	1291	111135208	LOC111135208	C-terminal-binding protein-like	protein-coding	Symbol
LOC111137900	1291	111137900	LOC111137900	clathrin heavy chain 1	protein-coding	Symbol
LOC111138499	1291	111138499	LOC111138499	uncharacterized LOC111138499	protein-coding	Symbol
LOC111114599	1290	111114599	LOC111114599	3-oxo-5-alpha-steroid 4-dehydrogenase 1-like	protein-coding	Symbol
LOC111136118	1290	111136118	LOC111136118	protein LSM14 homolog B-like	protein-coding	Symbol
LOC111126083	1289	111126083	LOC111126083	GA-binding protein alpha chain-like	protein-coding	Symbol
LOC111127188	1289	NA	NA	NA	NA	NA
LOC111119270	1288	111119270	LOC111119270	serine/threonine-protein phosphatase 2A catalytic subunit	protein-coding	Symbol
LOC111124991	1288	111124991	LOC111124991	N-alpha-acetyltransferase 15, NatA auxiliary subunit-like	protein-coding	Symbol
LOC111126369	1288	111126369	LOC111126369	uncharacterized LOC111126369	protein-coding	Symbol
LOC111138191	1288	111138191	LOC111138191	uncharacterized LOC111138191	protein-coding	Symbol
LOC111100193	1287	111100193	LOC111100193	uncharacterized LOC111100193	protein-coding	Symbol
LOC111101924	1287	NA	NA	NA	NA	NA
LOC111106317	1287	111106317	LOC111106317	ER membrane protein complex subunit 3-like	protein-coding	Symbol
LOC111109149	1287	NA	NA	NA	NA	NA
LOC111118876	1287	111118876	LOC111118876	uncharacterized LOC111118876	protein-coding	Symbol
LOC111131028	1287	111131028	LOC111131028	advillin-like	protein-coding	Symbol
LOC111118183	1286	NA	NA	NA	NA	NA
LOC111119254	1286	111119254	LOC111119254	phosphatidylinositol 3,4,5-trisphosphate 3-phosphatase and dual-specificity protein phosphatase PTEN-like	protein-coding	Symbol
LOC111128209	1286	111128209	LOC111128209	MAP/microtubule affinity-regulating kinase 3-like	protein-coding	Symbol
LOC111136284	1286	111136284	LOC111136284	PHD finger protein 20-like protein 1	protein-coding	Symbol
LOC111137634	1286	111137634	LOC111137634	uncharacterized LOC111137634	protein-coding	Symbol
