mrna_id	mrna_id_clean	GeneID	Symbol	description	type_of_gene	match_type
LOC111134182	LOC111134182	111134182	LOC111134182	mucolipin-3-like	protein-coding	Symbol
LOC111134183	LOC111134183	111134183	LOC111134183	uncharacterized LOC111134183	protein-coding	Symbol
LOC111134184	LOC111134184	111134184	LOC111134184	uncharacterized LOC111134184	protein-coding	Symbol
LOC111134185	LOC111134185	111134185	LOC111134185	uncharacterized LOC111134185	protein-coding	Symbol
LOC111134186	LOC111134186	111134186	LOC111134186	protein DPCD-like	protein-coding	Symbol
LOC111134187	LOC111134187	111134187	LOC111134187	zinc finger HIT domain-containing protein 1-like	protein-coding	Symbol
LOC111134190	LOC111134190	111134190	LOC111134190	uncharacterized LOC111134190	protein-coding	Symbol
LOC111134191	LOC111134191	111134191	LOC111134191	uncharacterized LOC111134191	protein-coding	Symbol
LOC111134192	LOC111134192	111134192	LOC111134192	uncharacterized LOC111134192	protein-coding	Symbol
LOC111134193	LOC111134193	111134193	LOC111134193	protein-L-histidine N-pros-methyltransferase-like	protein-coding	Symbol
LOC111134195	LOC111134195	NA	NA	NA	NA	NA
LOC111134196	LOC111134196	111134196	LOC111134196	FERM, ARHGEF and pleckstrin domain-containing protein 2-like	protein-coding	Symbol
LOC111134198	LOC111134198	111134198	LOC111134198	uncharacterized LOC111134198	protein-coding	Symbol
LOC111134199	LOC111134199	111134199	LOC111134199	neuropeptides capa receptor-like	protein-coding	Symbol
LOC111134200	LOC111134200	111134200	LOC111134200	piwi-like protein 1	protein-coding	Symbol
LOC111134201	LOC111134201	111134201	LOC111134201	ADP-ribose pyrophosphatase, mitochondrial-like	protein-coding	Symbol
LOC111134202	LOC111134202	111134202	LOC111134202	E3 ubiquitin-protein ligase TRIM56-like	protein-coding	Symbol
LOC111134203	LOC111134203	111134203	LOC111134203	monocarboxylate transporter 12-like	protein-coding	Symbol
LOC111134206	LOC111134206	111134206	LOC111134206	uncharacterized LOC111134206	protein-coding	Symbol
LOC111134207	LOC111134207	NA	NA	NA	NA	NA
LOC111134208	LOC111134208	111134208	LOC111134208	glutathione S-transferase-like	protein-coding	Symbol
LOC111134209	LOC111134209	111134209	LOC111134209	CUB and sushi domain-containing protein 1-like	protein-coding	Symbol
LOC111134210	LOC111134210	111134210	LOC111134210	uncharacterized LOC111134210	protein-coding	Symbol
LOC111134211	LOC111134211	111134211	LOC111134211	uncharacterized LOC111134211	protein-coding	Symbol
LOC111134212	LOC111134212	111134212	LOC111134212	uncharacterized LOC111134212	protein-coding	Symbol
LOC111134213	LOC111134213	111134213	LOC111134213	acetylcholine receptor subunit beta-type lev-1-like	protein-coding	Symbol
LOC111134214	LOC111134214	111134214	LOC111134214	uncharacterized LOC111134214	protein-coding	Symbol
LOC111134215	LOC111134215	NA	NA	NA	NA	NA
LOC111134216	LOC111134216	111134216	LOC111134216	eukaryotic translation initiation factor 3 subunit A-like	protein-coding	Symbol
LOC111134217	LOC111134217	111134217	LOC111134217	WD repeat-containing protein 11-like	protein-coding	Symbol
LOC111134218	LOC111134218	NA	NA	NA	NA	NA
LOC111134219	LOC111134219	NA	NA	NA	NA	NA
LOC111134220	LOC111134220	NA	NA	NA	NA	NA
LOC111134221	LOC111134221	NA	NA	NA	NA	NA
LOC111134222	LOC111134222	NA	NA	NA	NA	NA
LOC111134223	LOC111134223	111134223	LOC111134223	uncharacterized LOC111134223	protein-coding	Symbol
LOC111134224	LOC111134224	NA	NA	NA	NA	NA
LOC111134225	LOC111134225	111134225	LOC111134225	uncharacterized LOC111134225	protein-coding	Symbol
LOC111134226	LOC111134226	111134226	LOC111134226	synaptic vesicular amine transporter-like	protein-coding	Symbol
LOC111134227	LOC111134227	NA	NA	NA	NA	NA
LOC111134229	LOC111134229	111134229	LOC111134229	sex peptide receptor-like	protein-coding	Symbol
LOC111134230	LOC111134230	111134230	LOC111134230	uncharacterized LOC111134230	protein-coding	Symbol
LOC111134231	LOC111134231	111134231	LOC111134231	hyaluronidase-1-like	protein-coding	Symbol
LOC111134232	LOC111134232	111134232	LOC111134232	uncharacterized LOC111134232	protein-coding	Symbol
LOC111134233	LOC111134233	111134233	LOC111134233	uncharacterized LOC111134233	protein-coding	Symbol
LOC111134234	LOC111134234	111134234	LOC111134234	uncharacterized LOC111134234	protein-coding	Symbol
LOC111134235	LOC111134235	111134235	LOC111134235	cytochrome b5-like	protein-coding	Symbol
LOC111134236	LOC111134236	NA	NA	NA	NA	NA
LOC111134237	LOC111134237	111134237	LOC111134237	uncharacterized LOC111134237	protein-coding	Symbol
LOC111134238	LOC111134238	111134238	LOC111134238	puromycin-sensitive aminopeptidase-like	protein-coding	Symbol
LOC111134239	LOC111134239	111134239	LOC111134239	basic immunoglobulin-like variable motif-containing protein	protein-coding	Symbol
LOC111134240	LOC111134240	111134240	LOC111134240	uncharacterized LOC111134240	protein-coding	Symbol
LOC111134241	LOC111134241	111134241	LOC111134241	uncharacterized LOC111134241	protein-coding	Symbol
LOC111134242	LOC111134242	111134242	LOC111134242	G protein-coupled receptor kinase 3-like	protein-coding	Symbol
LOC111134243	LOC111134243	111134243	LOC111134243	protein phosphatase 1 regulatory subunit 16A-like	protein-coding	Symbol
LOC111134244	LOC111134244	111134244	LOC111134244	bifunctional 3'-5' exonuclease/ATP-dependent helicase WRN-like	protein-coding	Symbol
LOC111134245	LOC111134245	NA	NA	NA	NA	NA
LOC111134246	LOC111134246	111134246	LOC111134246	microfibril-associated glycoprotein 4-like	protein-coding	Symbol
LOC111134247	LOC111134247	111134247	LOC111134247	tryptophan 5-hydroxylase 1-like	protein-coding	Symbol
LOC111134248	LOC111134248	111134248	LOC111134248	catalase-like	protein-coding	Symbol
LOC111134249	LOC111134249	111134249	LOC111134249	catalase-like	protein-coding	Symbol
LOC111134251	LOC111134251	111134251	LOC111134251	uncharacterized LOC111134251	protein-coding	Symbol
LOC111134252	LOC111134252	111134252	LOC111134252	uncharacterized LOC111134252	protein-coding	Symbol
LOC111134253	LOC111134253	111134253	LOC111134253	uncharacterized LOC111134253	protein-coding	Symbol
LOC111134255	LOC111134255	111134255	LOC111134255	uncharacterized LOC111134255	protein-coding	Symbol
LOC111134257	LOC111134257	111134257	LOC111134257	uncharacterized LOC111134257	protein-coding	Symbol
LOC111134258	LOC111134258	111134258	LOC111134258	uncharacterized LOC111134258	pseudo	Symbol
LOC111134259	LOC111134259	NA	NA	NA	NA	NA
LOC111134260	LOC111134260	111134260	LOC111134260	spermine oxidase-like	protein-coding	Symbol
LOC111134261	LOC111134261	111134261	LOC111134261	uncharacterized LOC111134261	protein-coding	Symbol
LOC111134262	LOC111134262	NA	NA	NA	NA	NA
LOC111134264	LOC111134264	111134264	LOC111134264	uncharacterized LOC111134264	protein-coding	Symbol
LOC111134265	LOC111134265	111134265	LOC111134265	uncharacterized LOC111134265	protein-coding	Symbol
LOC111134266	LOC111134266	111134266	LOC111134266	calumenin-B-like	protein-coding	Symbol
LOC111134267	LOC111134267	111134267	LOC111134267	uncharacterized LOC111134267	protein-coding	Symbol
LOC111134268	LOC111134268	111134268	LOC111134268	uncharacterized LOC111134268	pseudo	Symbol
LOC111134270	LOC111134270	111134270	LOC111134270	uncharacterized LOC111134270	protein-coding	Symbol
LOC111134271	LOC111134271	111134271	LOC111134271	uncharacterized LOC111134271	protein-coding	Symbol
LOC111134272	LOC111134272	111134272	LOC111134272	uncharacterized LOC111134272	protein-coding	Symbol
LOC111134273	LOC111134273	111134273	LOC111134273	thyrotropin-releasing hormone receptor-like	protein-coding	Symbol
LOC111134274	LOC111134274	111134274	LOC111134274	uncharacterized LOC111134274	protein-coding	Symbol
LOC111134275	LOC111134275	111134275	LOC111134275	stalled ribosome sensor GCN1-like	protein-coding	Symbol
LOC111134276	LOC111134276	111134276	LOC111134276	uncharacterized LOC111134276	protein-coding	Symbol
LOC111134277	LOC111134277	111134277	LOC111134277	uncharacterized LOC111134277	protein-coding	Symbol
LOC111134278	LOC111134278	111134278	LOC111134278	uncharacterized LOC111134278	protein-coding	Symbol
LOC111134279	LOC111134279	111134279	LOC111134279	uncharacterized LOC111134279	protein-coding	Symbol
LOC111134280	LOC111134280	111134280	LOC111134280	uncharacterized LOC111134280	protein-coding	Symbol
LOC111134281	LOC111134281	NA	NA	NA	NA	NA
LOC111134282	LOC111134282	NA	NA	NA	NA	NA
LOC111134286	LOC111134286	111134286	LOC111134286	telomerase-binding protein EST1A-like	protein-coding	Symbol
LOC111134287	LOC111134287	NA	NA	NA	NA	NA
LOC111134288	LOC111134288	111134288	LOC111134288	uncharacterized LOC111134288	protein-coding	Symbol
LOC111134289	LOC111134289	111134289	LOC111134289	uncharacterized LOC111134289	ncRNA	Symbol
LOC111134291	LOC111134291	111134291	LOC111134291	sulfotransferase 1B1-like	protein-coding	Symbol
LOC111134292	LOC111134292	111134292	LOC111134292	atrial natriuretic peptide receptor 1-like	protein-coding	Symbol
LOC111134293	LOC111134293	111134293	LOC111134293	C-Maf-inducing protein-like	protein-coding	Symbol
LOC111134294	LOC111134294	NA	NA	NA	NA	NA
LOC111134295	LOC111134295	111134295	LOC111134295	uncharacterized LOC111134295	protein-coding	Symbol
LOC111134296	LOC111134296	111134296	LOC111134296	uncharacterized LOC111134296	protein-coding	Symbol
LOC111134297	LOC111134297	NA	NA	NA	NA	NA
LOC111134299	LOC111134299	111134299	LOC111134299	uncharacterized LOC111134299	protein-coding	Symbol
LOC111134300	LOC111134300	NA	NA	NA	NA	NA
LOC111134301	LOC111134301	111134301	LOC111134301	sulfotransferase 1E1-like	protein-coding	Symbol
LOC111134302	LOC111134302	NA	NA	NA	NA	NA
LOC111134304	LOC111134304	NA	NA	NA	NA	NA
LOC111134305	LOC111134305	111134305	LOC111134305	protein strawberry notch homolog 1-like	protein-coding	Symbol
LOC111134306	LOC111134306	111134306	LOC111134306	N-lysine methyltransferase KMT5A-like	protein-coding	Symbol
LOC111134307	LOC111134307	111134307	LOC111134307	sulfotransferase 1E1-like	protein-coding	Symbol
LOC111134310	LOC111134310	NA	NA	NA	NA	NA
LOC111134311	LOC111134311	111134311	LOC111134311	uncharacterized LOC111134311	protein-coding	Symbol
LOC111134312	LOC111134312	111134312	LOC111134312	zinc finger protein castor homolog 1-like	protein-coding	Symbol
LOC111134313	LOC111134313	111134313	LOC111134313	uncharacterized LOC111134313	protein-coding	Symbol
LOC111134314	LOC111134314	111134314	LOC111134314	leucine-rich repeat-containing protein 23-like	protein-coding	Symbol
LOC111134315	LOC111134315	111134315	LOC111134315	uncharacterized LOC111134315	protein-coding	Symbol
LOC111134316	LOC111134316	111134316	LOC111134316	uncharacterized LOC111134316	protein-coding	Symbol
LOC111134317	LOC111134317	111134317	LOC111134317	epithelial splicing regulatory protein 1-like	protein-coding	Symbol
LOC111134318	LOC111134318	111134318	LOC111134318	uncharacterized LOC111134318	protein-coding	Symbol
LOC111134319	LOC111134319	111134319	LOC111134319	uncharacterized LOC111134319	protein-coding	Symbol
LOC111134320	LOC111134320	111134320	LOC111134320	uncharacterized LOC111134320	protein-coding	Symbol
LOC111134321	LOC111134321	111134321	LOC111134321	coiled-coil domain-containing protein 63-like	protein-coding	Symbol
LOC111134323	LOC111134323	111134323	LOC111134323	uncharacterized LOC111134323	protein-coding	Symbol
LOC111134324	LOC111134324	111134324	LOC111134324	beta-1,3-galactosyltransferase 5-like	protein-coding	Symbol
LOC111134325	LOC111134325	111134325	LOC111134325	apolipoprotein D-like	protein-coding	Symbol
LOC111134326	LOC111134326	111134326	LOC111134326	uncharacterized LOC111134326	protein-coding	Symbol
LOC111134327	LOC111134327	111134327	LOC111134327	uncharacterized LOC111134327	protein-coding	Symbol
LOC111134328	LOC111134328	111134328	LOC111134328	atypical protein kinase C-like	protein-coding	Symbol
LOC111134329	LOC111134329	111134329	LOC111134329	F-actin-capping protein subunit beta-like	protein-coding	Symbol
LOC111134330	LOC111134330	NA	NA	NA	NA	NA
LOC111134331	LOC111134331	NA	NA	NA	NA	NA
LOC111134332	LOC111134332	111134332	LOC111134332	uncharacterized LOC111134332	protein-coding	Symbol
LOC111134335	LOC111134335	111134335	LOC111134335	guanine nucleotide exchange factor DBS-like	protein-coding	Symbol
LOC111134336	LOC111134336	111134336	LOC111134336	dynein light chain Tctex-type protein 2B-like	protein-coding	Symbol
LOC111134337	LOC111134337	111134337	LOC111134337	V-type proton ATPase subunit H-like	protein-coding	Symbol
LOC111134338	LOC111134338	111134338	LOC111134338	uncharacterized LOC111134338	protein-coding	Symbol
LOC111134339	LOC111134339	NA	NA	NA	NA	NA
LOC111134340	LOC111134340	111134340	LOC111134340	dolichol-phosphate mannosyltransferase subunit 1-like	protein-coding	Symbol
LOC111134341	LOC111134341	111134341	LOC111134341	protein FAN-like	protein-coding	Symbol
LOC111134345	LOC111134345	NA	NA	NA	NA	NA
LOC111134346	LOC111134346	111134346	LOC111134346	uncharacterized LOC111134346	protein-coding	Symbol
LOC111134347	LOC111134347	111134347	LOC111134347	galactoside alpha-(1,2)-fucosyltransferase 2-like	protein-coding	Symbol
LOC111134348	LOC111134348	111134348	LOC111134348	uncharacterized LOC111134348	protein-coding	Symbol
LOC111134349	LOC111134349	NA	NA	NA	NA	NA
LOC111134350	LOC111134350	111134350	LOC111134350	breast cancer anti-estrogen resistance protein 1-like	protein-coding	Symbol
LOC111134351	LOC111134351	111134351	LOC111134351	uncharacterized LOC111134351	protein-coding	Symbol
LOC111134352	LOC111134352	NA	NA	NA	NA	NA
LOC111134353	LOC111134353	111134353	LOC111134353	neural-cadherin-like	protein-coding	Symbol
LOC111134354	LOC111134354	NA	NA	NA	NA	NA
LOC111134355	LOC111134355	111134355	LOC111134355	uncharacterized LOC111134355	protein-coding	Symbol
LOC111134356	LOC111134356	111134356	LOC111134356	uncharacterized LOC111134356	protein-coding	Symbol
LOC111134357	LOC111134357	NA	NA	NA	NA	NA
LOC111134358	LOC111134358	111134358	LOC111134358	uncharacterized LOC111134358	protein-coding	Symbol
LOC111134359	LOC111134359	111134359	LOC111134359	uncharacterized LOC111134359	protein-coding	Symbol
LOC111134360	LOC111134360	111134360	LOC111134360	zinc finger protein 341-like	protein-coding	Symbol
LOC111134361	LOC111134361	NA	NA	NA	NA	NA
LOC111134362	LOC111134362	111134362	LOC111134362	uncharacterized LOC111134362	protein-coding	Symbol
LOC111134363	LOC111134363	NA	NA	NA	NA	NA
LOC111134364	LOC111134364	NA	NA	NA	NA	NA
LOC111134365	LOC111134365	111134365	LOC111134365	uncharacterized LOC111134365	protein-coding	Symbol
LOC111134366	LOC111134366	111134366	LOC111134366	BBSome complex member BBS4-like	protein-coding	Symbol
LOC111134367	LOC111134367	111134367	LOC111134367	uncharacterized LOC111134367	protein-coding	Symbol
LOC111134368	LOC111134368	NA	NA	NA	NA	NA
LOC111134369	LOC111134369	111134369	LOC111134369	N-acetylgalactosamine-6-sulfatase-like	protein-coding	Symbol
LOC111134370	LOC111134370	111134370	LOC111134370	uncharacterized LOC111134370	protein-coding	Symbol
LOC111134371	LOC111134371	NA	NA	NA	NA	NA
LOC111134372	LOC111134372	NA	NA	NA	NA	NA
LOC111134373	LOC111134373	111134373	LOC111134373	oxidative stress-induced growth inhibitor 2-like	protein-coding	Symbol
LOC111134374	LOC111134374	111134374	LOC111134374	uncharacterized LOC111134374	protein-coding	Symbol
LOC111134375	LOC111134375	111134375	LOC111134375	polyadenylate-binding protein 2-B-like	protein-coding	Symbol
LOC111134376	LOC111134376	NA	NA	NA	NA	NA
LOC111134377	LOC111134377	111134377	LOC111134377	vesicle transport protein SEC20-like	protein-coding	Symbol
LOC111134378	LOC111134378	111134378	LOC111134378	mpv17-like protein 2	protein-coding	Symbol
LOC111134379	LOC111134379	111134379	LOC111134379	guanine nucleotide-binding protein G(s) subunit alpha-like	protein-coding	Symbol
LOC111134380	LOC111134380	NA	NA	NA	NA	NA
LOC111134381	LOC111134381	111134381	LOC111134381	biogenesis of lysosome-related organelles complex 1 subunit 4-like	protein-coding	Symbol
LOC111134382	LOC111134382	NA	NA	NA	NA	NA
LOC111134383	LOC111134383	NA	NA	NA	NA	NA
LOC111134384	LOC111134384	111134384	LOC111134384	ghilanten-like	protein-coding	Symbol
LOC111134385	LOC111134385	NA	NA	NA	NA	NA
LOC111134386	LOC111134386	111134386	LOC111134386	uncharacterized LOC111134386	protein-coding	Symbol
LOC111134389	LOC111134389	111134389	LOC111134389	guanine nucleotide-binding protein G(s) subunit alpha-like	protein-coding	Symbol
LOC111134392	LOC111134392	111134392	LOC111134392	zinc finger protein 236-like	protein-coding	Symbol
LOC111134393	LOC111134393	111134393	LOC111134393	uncharacterized LOC111134393	protein-coding	Symbol
LOC111134394	LOC111134394	111134394	LOC111134394	uncharacterized LOC111134394	protein-coding	Symbol
LOC111134395	LOC111134395	111134395	LOC111134395	kelch-like protein 26	protein-coding	Symbol
LOC111134396	LOC111134396	111134396	LOC111134396	uncharacterized LOC111134396	protein-coding	Symbol
LOC111134397	LOC111134397	111134397	LOC111134397	copine-3-like	protein-coding	Symbol
LOC111134398	LOC111134398	111134398	LOC111134398	uncharacterized LOC111134398	protein-coding	Symbol
LOC111134399	LOC111134399	111134399	LOC111134399	meiotic recombination protein SPO11-like	protein-coding	Symbol
LOC111134402	LOC111134402	111134402	LOC111134402	uncharacterized LOC111134402	protein-coding	Symbol
LOC111134403	LOC111134403	111134403	LOC111134403	uncharacterized LOC111134403	protein-coding	Symbol
LOC111134404	LOC111134404	111134404	LOC111134404	nicotinate phosphoribosyltransferase-like	protein-coding	Symbol
LOC111134405	LOC111134405	111134405	LOC111134405	dihydroorotate dehydrogenase (quinone), mitochondrial-like	protein-coding	Symbol
LOC111134406	LOC111134406	111134406	LOC111134406	CD151 antigen-like	protein-coding	Symbol
LOC111134408	LOC111134408	NA	NA	NA	NA	NA
LOC111134409	LOC111134409	111134409	LOC111134409	uncharacterized LOC111134409	protein-coding	Symbol
LOC111134411	LOC111134411	111134411	LOC111134411	ATP-binding cassette sub-family C member 9-like	protein-coding	Symbol
LOC111134414	LOC111134414	111134414	LOC111134414	monocarboxylate transporter 12-like	protein-coding	Symbol
LOC111134416	LOC111134416	111134416	LOC111134416	uncharacterized LOC111134416	protein-coding	Symbol
LOC111134417	LOC111134417	NA	NA	NA	NA	NA
LOC111134418	LOC111134418	NA	NA	NA	NA	NA
LOC111134419	LOC111134419	111134419	LOC111134419	leucine-rich repeat-containing protein 27-like	protein-coding	Symbol
LOC111134420	LOC111134420	111134420	LOC111134420	RNA-binding protein RO60-like	protein-coding	Symbol
LOC111134421	LOC111134421	111134421	LOC111134421	serine/threonine-protein kinase 32B-like	protein-coding	Symbol
LOC111134422	LOC111134422	111134422	LOC111134422	uncharacterized LOC111134422	protein-coding	Symbol
LOC111134423	LOC111134423	111134423	LOC111134423	rho guanine nucleotide exchange factor 7-like	protein-coding	Symbol
LOC111134424	LOC111134424	111134424	LOC111134424	hydroxyacid-oxoacid transhydrogenase, mitochondrial-like	protein-coding	Symbol
LOC111134425	LOC111134425	111134425	LOC111134425	guanine nucleotide-binding protein G(o) subunit alpha	protein-coding	Symbol
LOC111134426	LOC111134426	111134426	LOC111134426	uncharacterized LOC111134426	protein-coding	Symbol
LOC111134427	LOC111134427	111134427	LOC111134427	uncharacterized LOC111134427	protein-coding	Symbol
LOC111134428	LOC111134428	111134428	LOC111134428	adhesion G protein-coupled receptor B1-like	protein-coding	Symbol
LOC111134429	LOC111134429	111134429	LOC111134429	uncharacterized LOC111134429	protein-coding	Symbol
LOC111134430	LOC111134430	111134430	LOC111134430	DNA-directed RNA polymerase II subunit RPB11-a-like	protein-coding	Symbol
LOC111134431	LOC111134431	111134431	LOC111134431	anoctamin-7-like	protein-coding	Symbol
LOC111134432	LOC111134432	NA	NA	NA	NA	NA
LOC111134433	LOC111134433	111134433	LOC111134433	uncharacterized LOC111134433	protein-coding	Symbol
LOC111134434	LOC111134434	111134434	LOC111134434	CCR4-NOT transcription complex subunit 1-like	protein-coding	Symbol
LOC111134435	LOC111134435	111134435	LOC111134435	putative transporter slc-17.2	protein-coding	Symbol
LOC111134436	LOC111134436	111134436	LOC111134436	putative transporter slc-17.2	protein-coding	Symbol
LOC111134437	LOC111134437	111134437	LOC111134437	polycomb group RING finger protein 3-like	protein-coding	Symbol
LOC111134438	LOC111134438	111134438	LOC111134438	neutral cholesterol ester hydrolase 1-like	protein-coding	Symbol
LOC111134439	LOC111134439	111134439	LOC111134439	lissencephaly-1 homolog	protein-coding	Symbol
LOC111134440	LOC111134440	111134440	LOC111134440	DNA polymerase delta subunit 4-like	protein-coding	Symbol
LOC111134441	LOC111134441	111134441	LOC111134441	uncharacterized LOC111134441	protein-coding	Symbol
LOC111134442	LOC111134442	111134442	LOC111134442	uncharacterized LOC111134442	protein-coding	Symbol
LOC111134444	LOC111134444	111134444	LOC111134444	uncharacterized LOC111134444	protein-coding	Symbol
LOC111134445	LOC111134445	111134445	LOC111134445	uncharacterized LOC111134445	protein-coding	Symbol
LOC111134446	LOC111134446	111134446	LOC111134446	nuclear envelope phosphatase-regulatory subunit 1-like	protein-coding	Symbol
LOC111134447	LOC111134447	111134447	LOC111134447	uncharacterized LOC111134447	protein-coding	Symbol
LOC111134449	LOC111134449	111134449	LOC111134449	uncharacterized LOC111134449	protein-coding	Symbol
LOC111134452	LOC111134452	NA	NA	NA	NA	NA
LOC111134453	LOC111134453	111134453	LOC111134453	uncharacterized LOC111134453	protein-coding	Symbol
LOC111134454	LOC111134454	NA	NA	NA	NA	NA
LOC111134455	LOC111134455	111134455	LOC111134455	GMP synthase [glutamine-hydrolyzing]-like	protein-coding	Symbol
LOC111134456	LOC111134456	111134456	LOC111134456	uncharacterized LOC111134456	protein-coding	Symbol
LOC111134457	LOC111134457	111134457	LOC111134457	matrix metalloproteinase-18-like	protein-coding	Symbol
LOC111134458	LOC111134458	111134458	LOC111134458	short-chain specific acyl-CoA dehydrogenase, mitochondrial-like	protein-coding	Symbol
LOC111134459	LOC111134459	111134459	LOC111134459	sodium- and chloride-dependent transporter XTRP3-like	protein-coding	Symbol
LOC111134460	LOC111134460	111134460	LOC111134460	adhesion G protein-coupled receptor A2-like	protein-coding	Symbol
LOC111134462	LOC111134462	111134462	LOC111134462	uncharacterized LOC111134462	protein-coding	Symbol
LOC111134463	LOC111134463	111134463	LOC111134463	uncharacterized LOC111134463	protein-coding	Symbol
LOC111134464	LOC111134464	111134464	LOC111134464	fibroblast growth factor receptor-like 1	protein-coding	Symbol
LOC111134465	LOC111134465	111134465	LOC111134465	protein mono-ADP-ribosyltransferase PARP14-like	protein-coding	Symbol
LOC111134466	LOC111134466	111134466	LOC111134466	uncharacterized LOC111134466	protein-coding	Symbol
LOC111134467	LOC111134467	NA	NA	NA	NA	NA
LOC111134468	LOC111134468	111134468	LOC111134468	uncharacterized LOC111134468	protein-coding	Symbol
LOC111134469	LOC111134469	NA	NA	NA	NA	NA
LOC111134471	LOC111134471	111134471	LOC111134471	cyclin-L1-like	protein-coding	Symbol
LOC111134472	LOC111134472	111134472	LOC111134472	45 kDa calcium-binding protein-like	protein-coding	Symbol
LOC111134473	LOC111134473	111134473	LOC111134473	uncharacterized LOC111134473	protein-coding	Symbol
LOC111134474	LOC111134474	111134474	LOC111134474	very long chain fatty acid elongase 4-like	protein-coding	Symbol
LOC111134475	LOC111134475	111134475	LOC111134475	RNA-binding protein 8A-like	protein-coding	Symbol
LOC111134476	LOC111134476	111134476	LOC111134476	serine/threonine-protein kinase Chk2-like	protein-coding	Symbol
LOC111134477	LOC111134477	NA	NA	NA	NA	NA
LOC111134478	LOC111134478	111134478	LOC111134478	multifunctional protein CAD-like	protein-coding	Symbol
LOC111134479	LOC111134479	111134479	LOC111134479	ATP-dependent translocase ABCB1-like	protein-coding	Symbol
LOC111134480	LOC111134480	111134480	LOC111134480	uncharacterized LOC111134480	protein-coding	Symbol
LOC111134481	LOC111134481	111134481	LOC111134481	uncharacterized LOC111134481	protein-coding	Symbol
LOC111134482	LOC111134482	111134482	LOC111134482	eukaryotic translation initiation factor 3 subunit C-like	protein-coding	Symbol
LOC111134483	LOC111134483	NA	NA	NA	NA	NA
LOC111134484	LOC111134484	111134484	LOC111134484	corrinoid adenosyltransferase MMAB-like	protein-coding	Symbol
LOC111134485	LOC111134485	111134485	LOC111134485	uncharacterized LOC111134485	protein-coding	Symbol
LOC111134486	LOC111134486	111134486	LOC111134486	uncharacterized LOC111134486	protein-coding	Symbol
LOC111134487	LOC111134487	111134487	LOC111134487	uncharacterized LOC111134487	protein-coding	Symbol
LOC111134488	LOC111134488	111134488	LOC111134488	uncharacterized LOC111134488	protein-coding	Symbol
LOC111134489	LOC111134489	111134489	LOC111134489	uncharacterized LOC111134489	protein-coding	Symbol
LOC111134490	LOC111134490	111134490	LOC111134490	uncharacterized LOC111134490	protein-coding	Symbol
LOC111134491	LOC111134491	NA	NA	NA	NA	NA
LOC111134492	LOC111134492	111134492	LOC111134492	very long chain fatty acid elongase 4-like	protein-coding	Symbol
LOC111134493	LOC111134493	NA	NA	NA	NA	NA
LOC111134494	LOC111134494	NA	NA	NA	NA	NA
LOC111134495	LOC111134495	NA	NA	NA	NA	NA
LOC111134496	LOC111134496	111134496	LOC111134496	uncharacterized LOC111134496	protein-coding	Symbol
LOC111134497	LOC111134497	111134497	LOC111134497	uncharacterized LOC111134497	protein-coding	Symbol
LOC111134499	LOC111134499	111134499	LOC111134499	tyrosine-protein kinase RYK-like	protein-coding	Symbol
LOC111134500	LOC111134500	111134500	LOC111134500	large ribosomal subunit protein uL30-like	protein-coding	Symbol
LOC111134501	LOC111134501	111134501	LOC111134501	spliceosome-associated protein CWC15 homolog	protein-coding	Symbol
LOC111134502	LOC111134502	111134502	LOC111134502	uncharacterized LOC111134502	protein-coding	Symbol
LOC111134503	LOC111134503	111134503	LOC111134503	uncharacterized LOC111134503	protein-coding	Symbol
LOC111134504	LOC111134504	111134504	LOC111134504	uncharacterized LOC111134504	protein-coding	Symbol
LOC111134505	LOC111134505	NA	NA	NA	NA	NA
LOC111134506	LOC111134506	NA	NA	NA	NA	NA
LOC111134507	LOC111134507	NA	NA	NA	NA	NA
LOC111134508	LOC111134508	111134508	LOC111134508	nitric oxide synthase, salivary gland	protein-coding	Symbol
LOC111134509	LOC111134509	111134509	LOC111134509	adenylate cyclase type 2-like	protein-coding	Symbol
LOC111134510	LOC111134510	111134510	LOC111134510	uncharacterized LOC111134510	protein-coding	Symbol
LOC111134511	LOC111134511	111134511	LOC111134511	uncharacterized LOC111134511	protein-coding	Symbol
LOC111134512	LOC111134512	111134512	LOC111134512	retinol dehydrogenase 11-like	protein-coding	Symbol
LOC111134514	LOC111134514	111134514	LOC111134514	maestro heat-like repeat-containing protein family member 1	protein-coding	Symbol
LOC111134515	LOC111134515	NA	NA	NA	NA	NA
LOC111134516	LOC111134516	111134516	LOC111134516	uncharacterized LOC111134516	protein-coding	Symbol
LOC111134517	LOC111134517	111134517	LOC111134517	uncharacterized LOC111134517	protein-coding	Symbol
LOC111134518	LOC111134518	111134518	LOC111134518	carbohydrate sulfotransferase 15-like	protein-coding	Symbol
LOC111134519	LOC111134519	NA	NA	NA	NA	NA
LOC111134520	LOC111134520	111134520	LOC111134520	solute carrier family 12 member 6-like	protein-coding	Symbol
LOC111134521	LOC111134521	NA	NA	NA	NA	NA
LOC111134522	LOC111134522	111134522	LOC111134522	uncharacterized LOC111134522	protein-coding	Symbol
LOC111134524	LOC111134524	111134524	LOC111134524	vigilin-like	protein-coding	Symbol
LOC111134525	LOC111134525	111134525	LOC111134525	uncharacterized LOC111134525	protein-coding	Symbol
LOC111134527	LOC111134527	111134527	LOC111134527	uncharacterized LOC111134527	protein-coding	Symbol
